Key_CodePeriodDType,Key_CodePeriodLADType,Key_CodePeriodFamilyGroupDType,DataType,LocalAuthority,Code,Period,Value,Numerator,Denominator,ScotRank,ScotPct,FamilyRank,FamilyPct,Previous_Row,First_Row,Changes
CHN 172022-23Real_Annual,CHN 172022-23Dumfries & GallowayReal_Annual,CHN 172022-23Family Group 3Real_Annual,Real_Annual,Dumfries & Galloway,CHN 17,2022-23,0.790677220756376,,,27.0,0.84375,7.0,0.875,"{""Value"": 0.792035398230088, ""Numerator"": null, ""Denominator"": null, ""ScotRank"": 25.0, ""ScotPct"": 0.78125, ""FamilyRank"": 7.0, ""FamilyPct"": 0.875}","{""Value"": 0.783261802575107, ""Numerator"": null, ""Denominator"": null, ""ScotRank"": 22.0, ""ScotPct"": 0.6875, ""FamilyRank"": 5.0, ""FamilyPct"": 0.625}","{""ScotRank_ChangeSincePrevious"": -2.0, ""ScotPct_ChangeSincePrevious"": -0.0625, ""FamilyRank_ChangeSincePrevious"": -0.0, ""FamilyPct_ChangeSincePrevious"": -0.0, ""ScotRank_ChangeSinceFirst"": -5.0, ""ScotPct_ChangeSinceFirst"": -0.15625, ""FamilyRank_ChangeSinceFirst"": -2.0, ""FamilyPct_ChangeSinceFirst"": -0.25, ""Value_ChangeSincePrevious"": -0.001358177473711919, ""Numerator_ChangeSincePrevious"": null, ""Denominator_ChangeSincePrevious"": null, ""Value_ChangeSinceFirst"": 0.007415418181269007, ""Numerator_ChangeSinceFirst"": null, ""Denominator_ChangeSinceFirst"": null, ""PercentChange_AimAdjusted_SincePrevious"": -0.001358177473711919, ""PercentChange_AimAdjusted_SinceFirst"": 0.007415418181269007}"
CHN 182023-24Real_Annual,CHN 182023-24Dumfries & GallowayReal_Annual,CHN 182023-24Family Group 3Real_Annual,Real_Annual,Dumfries & Galloway,CHN 18,2023-24,0.8625,,,26.0,0.8125,8.0,1.0,"{""Value"": 0.923076923076923, ""Numerator"": null, ""Denominator"": null, ""ScotRank"": 14.0, ""ScotPct"": 0.4375, ""FamilyRank"": 5.0, ""FamilyPct"": 0.625}","{""Value"": 0.802816901408451, ""Numerator"": null, ""Denominator"": null, ""ScotRank"": 28.0, ""ScotPct"": 0.875, ""FamilyRank"": 7.0, ""FamilyPct"": 0.875}","{""ScotRank_ChangeSincePrevious"": -12.0, ""ScotPct_ChangeSincePrevious"": -0.375, ""FamilyRank_ChangeSincePrevious"": -3.0, ""FamilyPct_ChangeSincePrevious"": -0.375, ""ScotRank_ChangeSinceFirst"": 2.0, ""ScotPct_ChangeSinceFirst"": 0.0625, ""FamilyRank_ChangeSinceFirst"": -1.0, ""FamilyPct_ChangeSinceFirst"": -0.125, ""Value_ChangeSincePrevious"": -0.06057692307692297, ""Numerator_ChangeSincePrevious"": null, ""Denominator_ChangeSincePrevious"": null, ""Value_ChangeSinceFirst"": 0.05968309859154908, ""Numerator_ChangeSinceFirst"": null, ""Denominator_ChangeSinceFirst"": null, ""PercentChange_AimAdjusted_SincePrevious"": -0.06057692307692297, ""PercentChange_AimAdjusted_SinceFirst"": 0.05968309859154908}"
CHN 19a2023-24Real_Annual,CHN 19a2023-24Dumfries & GallowayReal_Annual,CHN 19a2023-24Family Group 3Real_Annual,Real_Annual,Dumfries & Galloway,CHN 19a,2023-24,0.903,,,18.0,0.5625,4.0,0.5,"{""Value"": 0.907, ""Numerator"": null, ""Denominator"": null, ""ScotRank"": 12.0, ""ScotPct"": 0.375, ""FamilyRank"": 1.0, ""FamilyPct"": 0.125}","{""Value"": 0.944, ""Numerator"": null, ""Denominator"": null, ""ScotRank"": 4.0, ""ScotPct"": 0.125, ""FamilyRank"": 1.0, ""FamilyPct"": 0.125}","{""ScotRank_ChangeSincePrevious"": -6.0, ""ScotPct_ChangeSincePrevious"": -0.1875, ""FamilyRank_ChangeSincePrevious"": -3.0, ""FamilyPct_ChangeSincePrevious"": -0.375, ""ScotRank_ChangeSinceFirst"": -14.0, ""ScotPct_ChangeSinceFirst"": -0.4375, ""FamilyRank_ChangeSinceFirst"": -3.0, ""FamilyPct_ChangeSinceFirst"": -0.375, ""Value_ChangeSincePrevious"": -0.0040000000000000036, ""Numerator_ChangeSincePrevious"": null, ""Denominator_ChangeSincePrevious"": null, ""Value_ChangeSinceFirst"": -0.040999999999999925, ""Numerator_ChangeSinceFirst"": null, ""Denominator_ChangeSinceFirst"": null, ""PercentChange_AimAdjusted_SincePrevious"": -0.0040000000000000036, ""PercentChange_AimAdjusted_SinceFirst"": -0.040999999999999925}"
CHN 19b2022-23Real_Annual,CHN 19b2022-23Dumfries & GallowayReal_Annual,CHN 19b2022-23Family Group 3Real_Annual,Real_Annual,Dumfries & Galloway,CHN 19b,2022-23,0.821003500583431,,,28.0,0.875,8.0,1.0,"{""Value"": 0.8727, ""Numerator"": null, ""Denominator"": null, ""ScotRank"": 20.0, ""ScotPct"": 0.625, ""FamilyRank"": 5.0, ""FamilyPct"": 0.625}","{""Value"": 0.9304, ""Numerator"": null, ""Denominator"": null, ""ScotRank"": 1.0, ""ScotPct"": 0.03125, ""FamilyRank"": 1.0, ""FamilyPct"": 0.125}","{""ScotRank_ChangeSincePrevious"": -8.0, ""ScotPct_ChangeSincePrevious"": -0.25, ""FamilyRank_ChangeSincePrevious"": -3.0, ""FamilyPct_ChangeSincePrevious"": -0.375, ""ScotRank_ChangeSinceFirst"": -27.0, ""ScotPct_ChangeSinceFirst"": -0.84375, ""FamilyRank_ChangeSinceFirst"": -7.0, ""FamilyPct_ChangeSinceFirst"": -0.875, ""Value_ChangeSincePrevious"": -0.051696499416569064, ""Numerator_ChangeSincePrevious"": null, ""Denominator_ChangeSincePrevious"": null, ""Value_ChangeSinceFirst"": -0.10939649941656904, ""Numerator_ChangeSinceFirst"": null, ""Denominator_ChangeSinceFirst"": null, ""PercentChange_AimAdjusted_SincePrevious"": -0.051696499416569064, ""PercentChange_AimAdjusted_SinceFirst"": -0.10939649941656904}"
CHN 20a2022-23Real_Annual,CHN 20a2022-23Dumfries & GallowayReal_Annual,CHN 20a2022-23Family Group 3Real_Annual,Real_Annual,Dumfries & Galloway,CHN 20a,2022-23,21.0645,,,25.0,0.78125,7.0,0.875,"{""Value"": 15.93, ""Numerator"": null, ""Denominator"": null, ""ScotRank"": 25.0, ""ScotPct"": 0.8620689655172413, ""FamilyRank"": 5.0, ""FamilyPct"": 0.7142857142857143}","{""Value"": 33.42, ""Numerator"": null, ""Denominator"": null, ""ScotRank"": 14.0, ""ScotPct"": 0.4375, ""FamilyRank"": 4.0, ""FamilyPct"": 0.5}","{""ScotRank_ChangeSincePrevious"": -0.0, ""ScotPct_ChangeSincePrevious"": 0.08081896551724133, ""FamilyRank_ChangeSincePrevious"": -2.0, ""FamilyPct_ChangeSincePrevious"": -0.1607142857142857, ""ScotRank_ChangeSinceFirst"": -11.0, ""ScotPct_ChangeSinceFirst"": -0.34375, ""FamilyRank_ChangeSinceFirst"": -3.0, ""FamilyPct_ChangeSinceFirst"": -0.375, ""Value_ChangeSincePrevious"": 5.134499999999999, ""Numerator_ChangeSincePrevious"": null, ""Denominator_ChangeSincePrevious"": null, ""Value_ChangeSinceFirst"": -12.355500000000003, ""Numerator_ChangeSinceFirst"": null, ""Denominator_ChangeSinceFirst"": null, ""PercentChange_AimAdjusted_SincePrevious"": -0.3223163841807909, ""PercentChange_AimAdjusted_SinceFirst"": 0.3697037701974866}"
CHN 20b2022-23Real_Annual,CHN 20b2022-23Dumfries & GallowayReal_Annual,CHN 20b2022-23Family Group 3Real_Annual,Real_Annual,Dumfries & Galloway,CHN 20b,2022-23,134.69387755102,,,23.0,0.7419354838709677,6.0,0.75,"{""Value"": 111.11, ""Numerator"": null, ""Denominator"": null, ""ScotRank"": 22.0, ""ScotPct"": 0.8461538461538461, ""FamilyRank"": 6.0, ""FamilyPct"": 0.8571428571428571}","{""Value"": 284.09, ""Numerator"": null, ""Denominator"": null, ""ScotRank"": 10.0, ""ScotPct"": 0.3333333333333333, ""FamilyRank"": 5.0, ""FamilyPct"": 0.625}","{""ScotRank_ChangeSincePrevious"": -1.0, ""ScotPct_ChangeSincePrevious"": 0.1042183622828784, ""FamilyRank_ChangeSincePrevious"": -0.0, ""FamilyPct_ChangeSincePrevious"": 0.1071428571428571, ""ScotRank_ChangeSinceFirst"": -13.0, ""ScotPct_ChangeSinceFirst"": -0.40860215053763443, ""FamilyRank_ChangeSinceFirst"": -1.0, ""FamilyPct_ChangeSinceFirst"": -0.125, ""Value_ChangeSincePrevious"": 23.583877551019995, ""Numerator_ChangeSincePrevious"": null, ""Denominator_ChangeSincePrevious"": null, ""Value_ChangeSinceFirst"": -149.39612244897998, ""Numerator_ChangeSinceFirst"": null, ""Denominator_ChangeSinceFirst"": null, ""PercentChange_AimAdjusted_SincePrevious"": -0.21225702052938525, ""PercentChange_AimAdjusted_SinceFirst"": 0.5258760338237178}"
CHN 212023-24Real_Annual,CHN 212023-24Dumfries & GallowayReal_Annual,CHN 212023-24Family Group 3Real_Annual,Real_Annual,Dumfries & Galloway,CHN 21,2023-24,0.943642072213501,,,8.0,0.25,2.0,0.25,"{""Value"": 0.93996095021152, ""Numerator"": null, ""Denominator"": null, ""ScotRank"": 13.0, ""ScotPct"": 0.40625, ""FamilyRank"": 2.0, ""FamilyPct"": 0.25}","{""Value"": 0.906, ""Numerator"": null, ""Denominator"": null, ""ScotRank"": 17.0, ""ScotPct"": 0.53125, ""FamilyRank"": 3.0, ""FamilyPct"": 0.375}","{""ScotRank_ChangeSincePrevious"": 5.0, ""ScotPct_ChangeSincePrevious"": 0.15625, ""FamilyRank_ChangeSincePrevious"": -0.0, ""FamilyPct_ChangeSincePrevious"": -0.0, ""ScotRank_ChangeSinceFirst"": 9.0, ""ScotPct_ChangeSinceFirst"": 0.28125, ""FamilyRank_ChangeSinceFirst"": 1.0, ""FamilyPct_ChangeSinceFirst"": 0.125, ""Value_ChangeSincePrevious"": 0.0036811220019810076, ""Numerator_ChangeSincePrevious"": null, ""Denominator_ChangeSincePrevious"": null, ""Value_ChangeSinceFirst"": 0.03764207221350102, ""Numerator_ChangeSinceFirst"": null, ""Denominator_ChangeSinceFirst"": null, ""PercentChange_AimAdjusted_SincePrevious"": 0.0036811220019810076, ""PercentChange_AimAdjusted_SinceFirst"": 0.03764207221350102}"
CHN 222022-23Real_Annual,CHN 222022-23Dumfries & GallowayReal_Annual,CHN 222022-23Family Group 3Real_Annual,Real_Annual,Dumfries & Galloway,CHN 22,2022-23,0.0,,,1.0,0.03125,1.0,0.125,"{""Value"": 0.0, ""Numerator"": null, ""Denominator"": null, ""ScotRank"": 1.0, ""ScotPct"": 0.03125, ""FamilyRank"": 1.0, ""FamilyPct"": 0.125}","{""Value"": 0.0330578512396694, ""Numerator"": null, ""Denominator"": null, ""ScotRank"": 10.0, ""ScotPct"": 0.3125, ""FamilyRank"": 4.0, ""FamilyPct"": 0.5}","{""ScotRank_ChangeSincePrevious"": -0.0, ""ScotPct_ChangeSincePrevious"": -0.0, ""FamilyRank_ChangeSincePrevious"": -0.0, ""FamilyPct_ChangeSincePrevious"": -0.0, ""ScotRank_ChangeSinceFirst"": 9.0, ""ScotPct_ChangeSinceFirst"": 0.28125, ""FamilyRank_ChangeSinceFirst"": 3.0, ""FamilyPct_ChangeSinceFirst"": 0.375, ""Value_ChangeSincePrevious"": 0.0, ""Numerator_ChangeSincePrevious"": null, ""Denominator_ChangeSincePrevious"": null, ""Value_ChangeSinceFirst"": -0.0330578512396694, ""Numerator_ChangeSinceFirst"": null, ""Denominator_ChangeSinceFirst"": null, ""PercentChange_AimAdjusted_SincePrevious"": 0, ""PercentChange_AimAdjusted_SinceFirst"": 0.0330578512396694}"
CHN 232022-23Real_Annual,CHN 232022-23Dumfries & GallowayReal_Annual,CHN 232022-23Family Group 3Real_Annual,Real_Annual,Dumfries & Galloway,CHN 23,2022-23,0.196319018404908,,,24.0,0.75,7.0,0.875,"{""Value"": 0.191275167785235, ""Numerator"": null, ""Denominator"": null, ""ScotRank"": 19.0, ""ScotPct"": 0.59375, ""FamilyRank"": 5.0, ""FamilyPct"": 0.625}","{""Value"": 0.188995215311005, ""Numerator"": null, ""Denominator"": null, ""ScotRank"": 9.0, ""ScotPct"": 0.28125, ""FamilyRank"": 2.0, ""FamilyPct"": 0.25}","{""ScotRank_ChangeSincePrevious"": -5.0, ""ScotPct_ChangeSincePrevious"": -0.15625, ""FamilyRank_ChangeSincePrevious"": -2.0, ""FamilyPct_ChangeSincePrevious"": -0.25, ""ScotRank_ChangeSinceFirst"": -15.0, ""ScotPct_ChangeSinceFirst"": -0.46875, ""FamilyRank_ChangeSinceFirst"": -5.0, ""FamilyPct_ChangeSinceFirst"": -0.625, ""Value_ChangeSincePrevious"": 0.005043850619672996, ""Numerator_ChangeSincePrevious"": null, ""Denominator_ChangeSincePrevious"": null, ""Value_ChangeSinceFirst"": 0.007323803093903014, ""Numerator_ChangeSinceFirst"": null, ""Denominator_ChangeSinceFirst"": null, ""PercentChange_AimAdjusted_SincePrevious"": -0.005043850619672996, ""PercentChange_AimAdjusted_SinceFirst"": -0.007323803093903014}"
CHN 242022-23Real_Annual,CHN 242022-23Dumfries & GallowayReal_Annual,CHN 242022-23Family Group 3Real_Annual,Real_Annual,Dumfries & Galloway,CHN 24,2022-23,0.269,,,25.0,0.78125,7.0,0.875,"{""Value"": 0.260362565517426, ""Numerator"": null, ""Denominator"": null, ""ScotRank"": 24.0, ""ScotPct"": 0.75, ""FamilyRank"": 6.0, ""FamilyPct"": 0.75}","{""Value"": 0.233059957623482, ""Numerator"": null, ""Denominator"": null, ""ScotRank"": 24.0, ""ScotPct"": 0.75, ""FamilyRank"": 6.0, ""FamilyPct"": 0.75}","{""ScotRank_ChangeSincePrevious"": -1.0, ""ScotPct_ChangeSincePrevious"": -0.03125, ""FamilyRank_ChangeSincePrevious"": -1.0, ""FamilyPct_ChangeSincePrevious"": -0.125, ""ScotRank_ChangeSinceFirst"": -1.0, ""ScotPct_ChangeSinceFirst"": -0.03125, ""FamilyRank_ChangeSinceFirst"": -1.0, ""FamilyPct_ChangeSinceFirst"": -0.125, ""Value_ChangeSincePrevious"": 0.008637434482574036, ""Numerator_ChangeSincePrevious"": null, ""Denominator_ChangeSincePrevious"": null, ""Value_ChangeSinceFirst"": 0.03594004237651802, ""Numerator_ChangeSinceFirst"": null, ""Denominator_ChangeSinceFirst"": null, ""PercentChange_AimAdjusted_SincePrevious"": -0.008637434482574036, ""PercentChange_AimAdjusted_SinceFirst"": -0.03594004237651802}"
CLIM 012022-23Real_Annual,CLIM 012022-23Dumfries & GallowayReal_Annual,CLIM 012022-23Family Group 1Real_Annual,Real_Annual,Dumfries & Galloway,CLIM 01,2022-23,4.527816173,,,17.0,0.53125,4.0,0.5,"{""Value"": 4.788564157, ""Numerator"": null, ""Denominator"": null, ""ScotRank"": 18.0, ""ScotPct"": 0.5625, ""FamilyRank"": 4.0, ""FamilyPct"": 0.5}","{""Value"": 6.404198972, ""Numerator"": null, ""Denominator"": null, ""ScotRank"": 8.0, ""ScotPct"": 0.25, ""FamilyRank"": 3.0, ""FamilyPct"": 0.375}","{""ScotRank_ChangeSincePrevious"": 1.0, ""ScotPct_ChangeSincePrevious"": 0.03125, ""FamilyRank_ChangeSincePrevious"": -0.0, ""FamilyPct_ChangeSincePrevious"": -0.0, ""ScotRank_ChangeSinceFirst"": -9.0, ""ScotPct_ChangeSinceFirst"": -0.28125, ""FamilyRank_ChangeSinceFirst"": -1.0, ""FamilyPct_ChangeSinceFirst"": -0.125, ""Value_ChangeSincePrevious"": -0.260747984, ""Numerator_ChangeSincePrevious"": null, ""Denominator_ChangeSincePrevious"": null, ""Value_ChangeSinceFirst"": -1.876382799, ""Numerator_ChangeSinceFirst"": null, ""Denominator_ChangeSinceFirst"": null, ""PercentChange_AimAdjusted_SincePrevious"": 0.054452227317208314, ""PercentChange_AimAdjusted_SinceFirst"": 0.29299258302307474}"
CLIM 022022-23Real_Annual,CLIM 022022-23Dumfries & GallowayReal_Annual,CLIM 022022-23Family Group 1Real_Annual,Real_Annual,Dumfries & Galloway,CLIM 02,2022-23,5.7406667893436,,,28.0,0.875,7.0,0.875,"{""Value"": 6.12922278228783, ""Numerator"": null, ""Denominator"": null, ""ScotRank"": 30.0, ""ScotPct"": 0.9375, ""FamilyRank"": 8.0, ""FamilyPct"": 1.0}","{""Value"": 8.57823591355288, ""Numerator"": null, ""Denominator"": null, ""ScotRank"": 27.0, ""ScotPct"": 0.84375, ""FamilyRank"": 6.0, ""FamilyPct"": 0.75}","{""ScotRank_ChangeSincePrevious"": 2.0, ""ScotPct_ChangeSincePrevious"": 0.0625, ""FamilyRank_ChangeSincePrevious"": 1.0, ""FamilyPct_ChangeSincePrevious"": 0.125, ""ScotRank_ChangeSinceFirst"": -1.0, ""ScotPct_ChangeSinceFirst"": -0.03125, ""FamilyRank_ChangeSinceFirst"": -1.0, ""FamilyPct_ChangeSinceFirst"": -0.125, ""Value_ChangeSincePrevious"": -0.38855599294422927, ""Numerator_ChangeSincePrevious"": null, ""Denominator_ChangeSincePrevious"": null, ""Value_ChangeSinceFirst"": -2.8375691242092804, ""Numerator_ChangeSinceFirst"": null, ""Denominator_ChangeSinceFirst"": null, ""PercentChange_AimAdjusted_SincePrevious"": 0.06339400715977803, ""PercentChange_AimAdjusted_SinceFirst"": 0.33078702343988503}"
CLIM 032022-23Real_Annual,CLIM 032022-23Dumfries & GallowayReal_Annual,CLIM 032022-23Family Group 1Real_Annual,Real_Annual,Dumfries & Galloway,CLIM 03,2022-23,30.8996091884476,4504236.0314,145770.0,24.0,0.75,2.0,0.25,"{""Value"": 29.2636380314556, ""Numerator"": 4282148.1531429, ""Denominator"": 146330.0, ""ScotRank"": 24.0, ""ScotPct"": 0.75, ""FamilyRank"": 2.0, ""FamilyPct"": 0.25}","{""Value"": 4.29610336896225, ""Numerator"": 635050.0, ""Denominator"": 147820.0, ""ScotRank"": 4.0, ""ScotPct"": 0.125, ""FamilyRank"": 1.0, ""FamilyPct"": 0.125}","{""ScotRank_ChangeSincePrevious"": -0.0, ""ScotPct_ChangeSincePrevious"": -0.0, ""FamilyRank_ChangeSincePrevious"": -0.0, ""FamilyPct_ChangeSincePrevious"": -0.0, ""ScotRank_ChangeSinceFirst"": -20.0, ""ScotPct_ChangeSinceFirst"": -0.625, ""FamilyRank_ChangeSinceFirst"": -1.0, ""FamilyPct_ChangeSinceFirst"": -0.125, ""Value_ChangeSincePrevious"": 1.6359711569919995, ""Numerator_ChangeSincePrevious"": 222087.87825709954, ""Denominator_ChangeSincePrevious"": -560.0, ""Value_ChangeSinceFirst"": 26.60350581948535, ""Numerator_ChangeSinceFirst"": 3869186.0313999997, ""Denominator_ChangeSinceFirst"": -2050.0, ""PercentChange_AimAdjusted_SincePrevious"": -0.055904571920739575, ""PercentChange_AimAdjusted_SinceFirst"": -6.1924733961677445}"
CLIM 042022-23Real_Annual,CLIM 042022-23Dumfries & GallowayReal_Annual,CLIM 042022-23Family Group 1Real_Annual,Real_Annual,Dumfries & Galloway,CLIM 04,2022-23,44.4428945665089,6478440.74096,145770.0,21.0,0.65625,2.0,0.25,"{""Value"": 47.2311954677783, ""Numerator"": 6911340.8328, ""Denominator"": 146330.0, ""ScotRank"": 20.0, ""ScotPct"": 0.625, ""FamilyRank"": 2.0, ""FamilyPct"": 0.25}","{""Value"": 87.4042754701664, ""Numerator"": 12920100.0, ""Denominator"": 147820.0, ""ScotRank"": 17.0, ""ScotPct"": 0.53125, ""FamilyRank"": 2.0, ""FamilyPct"": 0.25}","{""ScotRank_ChangeSincePrevious"": -1.0, ""ScotPct_ChangeSincePrevious"": -0.03125, ""FamilyRank_ChangeSincePrevious"": -0.0, ""FamilyPct_ChangeSincePrevious"": -0.0, ""ScotRank_ChangeSinceFirst"": -4.0, ""ScotPct_ChangeSinceFirst"": -0.125, ""FamilyRank_ChangeSinceFirst"": -0.0, ""FamilyPct_ChangeSinceFirst"": -0.0, ""Value_ChangeSincePrevious"": -2.7883009012694018, ""Numerator_ChangeSincePrevious"": -432900.0918399999, ""Denominator_ChangeSincePrevious"": -560.0, ""Value_ChangeSinceFirst"": -42.9613809036575, ""Numerator_ChangeSinceFirst"": -6441659.25904, ""Denominator_ChangeSinceFirst"": -2050.0, ""PercentChange_AimAdjusted_SincePrevious"": 0.05903515406828131, ""PercentChange_AimAdjusted_SinceFirst"": 0.4915249359663356}"
CLIM 052022-23Real_Annual,CLIM 052022-23Dumfries & GallowayReal_Annual,CLIM 052022-23Family Group 1Real_Annual,Real_Annual,Dumfries & Galloway,CLIM 05,2022-23,44.5692115899019,6496853.97346,145770.0,6.0,0.20689655172413793,4.0,0.8,"{""Value"": 50.2575669229823, ""Numerator"": 7354189.76784, ""Denominator"": 146330.0, ""ScotRank"": 9.0, ""ScotPct"": 0.3103448275862069, ""FamilyRank"": 4.0, ""FamilyPct"": 0.8}","{""Value"": 48.2833175483696, ""Numerator"": 7137240.0, ""Denominator"": 147820.0, ""ScotRank"": 5.0, ""ScotPct"": 0.1724137931034483, ""FamilyRank"": 4.0, ""FamilyPct"": 0.8}","{""ScotRank_ChangeSincePrevious"": 3.0, ""ScotPct_ChangeSincePrevious"": 0.10344827586206898, ""FamilyRank_ChangeSincePrevious"": -0.0, ""FamilyPct_ChangeSincePrevious"": -0.0, ""ScotRank_ChangeSinceFirst"": -1.0, ""ScotPct_ChangeSinceFirst"": -0.03448275862068964, ""FamilyRank_ChangeSinceFirst"": -0.0, ""FamilyPct_ChangeSinceFirst"": -0.0, ""Value_ChangeSincePrevious"": -5.688355333080402, ""Numerator_ChangeSincePrevious"": -857335.7943799999, ""Denominator_ChangeSincePrevious"": -560.0, ""Value_ChangeSinceFirst"": -3.714105958467705, ""Numerator_ChangeSinceFirst"": -640386.02654, ""Denominator_ChangeSinceFirst"": -2050.0, ""PercentChange_AimAdjusted_SincePrevious"": 0.11318405727435189, ""PercentChange_AimAdjusted_SinceFirst"": 0.0769231723720509}"
CORP 012023-24Real_Annual,CORP 012023-24Dumfries & GallowayReal_Annual,CORP 012023-24Family Group 1Real_Annual,Real_Annual,Dumfries & Galloway,CORP 01,2023-24,0.0406,22554.0,555986.0,18.0,0.5625,4.0,0.5,"{""Value"": 0.0405, ""Numerator"": 21825.9846, ""Denominator"": 539280.6242, ""ScotRank"": 20.0, ""ScotPct"": 0.625, ""FamilyRank"": 4.0, ""FamilyPct"": 0.5}","{""Value"": 0.0507, ""Numerator"": 29858.5532, ""Denominator"": 589318.9919, ""ScotRank"": 14.0, ""ScotPct"": 0.4375, ""FamilyRank"": 3.0, ""FamilyPct"": 0.375}","{""ScotRank_ChangeSincePrevious"": 2.0, ""ScotPct_ChangeSincePrevious"": 0.0625, ""FamilyRank_ChangeSincePrevious"": -0.0, ""FamilyPct_ChangeSincePrevious"": -0.0, ""ScotRank_ChangeSinceFirst"": -4.0, ""ScotPct_ChangeSinceFirst"": -0.125, ""FamilyRank_ChangeSinceFirst"": -1.0, ""FamilyPct_ChangeSinceFirst"": -0.125, ""Value_ChangeSincePrevious"": 9.999999999999593e-05, ""Numerator_ChangeSincePrevious"": 728.0154000000002, ""Denominator_ChangeSincePrevious"": 16705.375800000038, ""Value_ChangeSinceFirst"": -0.010100000000000005, ""Numerator_ChangeSinceFirst"": -7304.5531999999985, ""Denominator_ChangeSinceFirst"": -33332.99190000002, ""PercentChange_AimAdjusted_SincePrevious"": -9.999999999999593e-05, ""PercentChange_AimAdjusted_SinceFirst"": 0.010100000000000005}"
CORP 03b2023-24Real_Annual,CORP 03b2023-24Dumfries & GallowayReal_Annual,CORP 03b2023-24Family Group 1Real_Annual,Real_Annual,Dumfries & Galloway,CORP 03b,2023-24,0.5688,182.0,320.0,9.0,0.28125,3.0,0.375,"{""Value"": 0.6132, ""Numerator"": 195.0, ""Denominator"": 318.0, ""ScotRank"": 22.0, ""ScotPct"": 0.6875, ""FamilyRank"": 5.0, ""FamilyPct"": 0.625}","{""Value"": 0.4528, ""Numerator"": 144.0, ""Denominator"": 318.0, ""ScotRank"": 18.0, ""ScotPct"": 0.5625, ""FamilyRank"": 2.0, ""FamilyPct"": 0.25}","{""ScotRank_ChangeSincePrevious"": 13.0, ""ScotPct_ChangeSincePrevious"": 0.40625, ""FamilyRank_ChangeSincePrevious"": 2.0, ""FamilyPct_ChangeSincePrevious"": 0.25, ""ScotRank_ChangeSinceFirst"": 9.0, ""ScotPct_ChangeSinceFirst"": 0.28125, ""FamilyRank_ChangeSinceFirst"": -1.0, ""FamilyPct_ChangeSinceFirst"": -0.125, ""Value_ChangeSincePrevious"": -0.044399999999999995, ""Numerator_ChangeSincePrevious"": -13.0, ""Denominator_ChangeSincePrevious"": 2.0, ""Value_ChangeSinceFirst"": 0.11599999999999999, ""Numerator_ChangeSinceFirst"": 38.0, ""Denominator_ChangeSinceFirst"": 2.0, ""PercentChange_AimAdjusted_SincePrevious"": 0.044399999999999995, ""PercentChange_AimAdjusted_SinceFirst"": -0.021599999999999953}"
CORP 03c2023-24Real_Annual,CORP 03c2023-24Dumfries & GallowayReal_Annual,CORP 03c2023-24Family Group 1Real_Annual,Real_Annual,Dumfries & Galloway,CORP 03c,2023-24,0.035,19.43,18.75,20.0,0.6451612903225806,4.0,0.5,"{""Value"": 0.0409, ""Numerator"": 19.5904, ""Denominator"": 18.7882, ""ScotRank"": 20.0, ""ScotPct"": 0.625, ""FamilyRank"": 3.0, ""FamilyPct"": 0.375}","{""Value"": 0.0594, ""Numerator"": 18.362, ""Denominator"": 17.272, ""ScotRank"": 18.0, ""ScotPct"": 0.5625, ""FamilyRank"": 3.0, ""FamilyPct"": 0.375}","{""ScotRank_ChangeSincePrevious"": -0.0, ""ScotPct_ChangeSincePrevious"": -0.020161290322580627, ""FamilyRank_ChangeSincePrevious"": -1.0, ""FamilyPct_ChangeSincePrevious"": -0.125, ""ScotRank_ChangeSinceFirst"": -2.0, ""ScotPct_ChangeSinceFirst"": -0.08266129032258063, ""FamilyRank_ChangeSinceFirst"": -1.0, ""FamilyPct_ChangeSinceFirst"": -0.125, ""Value_ChangeSincePrevious"": -0.0058999999999999955, ""Numerator_ChangeSincePrevious"": -0.1603999999999992, ""Denominator_ChangeSincePrevious"": -0.03819999999999979, ""Value_ChangeSinceFirst"": -0.024399999999999998, ""Numerator_ChangeSinceFirst"": 1.0680000000000014, ""Denominator_ChangeSinceFirst"": 1.4780000000000015, ""PercentChange_AimAdjusted_SincePrevious"": 0.0058999999999999955, ""PercentChange_AimAdjusted_SinceFirst"": 0.024399999999999998}"
