Key_CodePeriodDType,Key_CodePeriodFamilyGroupDType,Key_CodePeriodLADType,Code,LocalAuthority,Period,Value,Numerator,Denominator,FamilyRank,FamilyPct,ScotRank,ScotPct,DataType,Iter_CodeLADType,Previous_Row,First_Row,Changes
CORP 092022-23;Q2Real_Quarterly,CORP 092022-23;Q2Family Group 1Real_Quarterly,CORP 092022-23;Q2Orkney IslandsReal_Quarterly,CORP 09,Orkney Islands,2022-23;Q2,1.0,20.0,20.0,1.0,0.125,1.0,0.03225806451612903,Real_Quarterly,CORP 09Orkney IslandsReal_Quarterly,"{""Value"": 0.95, ""Numerator"": 20.0, ""Denominator"": 20.0, ""ScotRank"": 18.0, ""ScotPct"": 0.5625, ""FamilyRank"": 5.0, ""FamilyPct"": 0.625}","{""Value"": 1.0, ""Numerator"": 20.0, ""Denominator"": 20.0, ""ScotRank"": 1.0, ""ScotPct"": 0.03125, ""FamilyRank"": 1.0, ""FamilyPct"": 0.125}","{""ScotRank_ChangeSincePrevious"": 17.0, ""ScotPct_ChangeSincePrevious"": 0.530241935483871, ""FamilyRank_ChangeSincePrevious"": 4.0, ""FamilyPct_ChangeSincePrevious"": 0.5, ""ScotRank_ChangeSinceFirst"": -0.0, ""ScotPct_ChangeSinceFirst"": -0.0010080645161290314, ""FamilyRank_ChangeSinceFirst"": -0.0, ""FamilyPct_ChangeSinceFirst"": -0.0, ""Value_ChangeSincePrevious"": 0.050000000000000044, ""Numerator_ChangeSincePrevious"": 0.0, ""Denominator_ChangeSincePrevious"": 0.0, ""Value_ChangeSinceFirst"": 0.0, ""Numerator_ChangeSinceFirst"": 0.0, ""Denominator_ChangeSinceFirst"": 0.0, ""PercentChange_AimAdjusted_SincePrevious"": 0.050000000000000044, ""PercentChange_AimAdjusted_SinceFirst"": 0.0}"
CORP 092022-23;Q3Real_Quarterly,CORP 092022-23;Q3Family Group 1Real_Quarterly,CORP 092022-23;Q3Orkney IslandsReal_Quarterly,CORP 09,Orkney Islands,2022-23;Q3,1.0,30.0,30.0,1.0,0.125,1.0,0.03225806451612903,Real_Quarterly,CORP 09Orkney IslandsReal_Quarterly,"{""Value"": 1.0, ""Numerator"": 20.0, ""Denominator"": 20.0, ""ScotRank"": 1.0, ""ScotPct"": 0.03225806451612903, ""FamilyRank"": 1.0, ""FamilyPct"": 0.125}","{""Value"": 1.0, ""Numerator"": 20.0, ""Denominator"": 20.0, ""ScotRank"": 1.0, ""ScotPct"": 0.03125, ""FamilyRank"": 1.0, ""FamilyPct"": 0.125}","{""ScotRank_ChangeSincePrevious"": -0.0, ""ScotPct_ChangeSincePrevious"": -0.0, ""FamilyRank_ChangeSincePrevious"": -0.0, ""FamilyPct_ChangeSincePrevious"": -0.0, ""ScotRank_ChangeSinceFirst"": -0.0, ""ScotPct_ChangeSinceFirst"": -0.0010080645161290314, ""FamilyRank_ChangeSinceFirst"": -0.0, ""FamilyPct_ChangeSinceFirst"": -0.0, ""Value_ChangeSincePrevious"": 0.0, ""Numerator_ChangeSincePrevious"": 10.0, ""Denominator_ChangeSincePrevious"": 10.0, ""Value_ChangeSinceFirst"": 0.0, ""Numerator_ChangeSinceFirst"": 10.0, ""Denominator_ChangeSinceFirst"": 10.0, ""PercentChange_AimAdjusted_SincePrevious"": 0.0, ""PercentChange_AimAdjusted_SinceFirst"": 0.0}"
CORP 092022-23;Q4Real_Quarterly,CORP 092022-23;Q4Family Group 1Real_Quarterly,CORP 092022-23;Q4Orkney IslandsReal_Quarterly,CORP 09,Orkney Islands,2022-23;Q4,1.0,35.0,35.0,1.0,0.125,1.0,0.03225806451612903,Real_Quarterly,CORP 09Orkney IslandsReal_Quarterly,"{""Value"": 1.0, ""Numerator"": 30.0, ""Denominator"": 30.0, ""ScotRank"": 1.0, ""ScotPct"": 0.03225806451612903, ""FamilyRank"": 1.0, ""FamilyPct"": 0.125}","{""Value"": 1.0, ""Numerator"": 20.0, ""Denominator"": 20.0, ""ScotRank"": 1.0, ""ScotPct"": 0.03125, ""FamilyRank"": 1.0, ""FamilyPct"": 0.125}","{""ScotRank_ChangeSincePrevious"": -0.0, ""ScotPct_ChangeSincePrevious"": -0.0, ""FamilyRank_ChangeSincePrevious"": -0.0, ""FamilyPct_ChangeSincePrevious"": -0.0, ""ScotRank_ChangeSinceFirst"": -0.0, ""ScotPct_ChangeSinceFirst"": -0.0010080645161290314, ""FamilyRank_ChangeSinceFirst"": -0.0, ""FamilyPct_ChangeSinceFirst"": -0.0, ""Value_ChangeSincePrevious"": 0.0, ""Numerator_ChangeSincePrevious"": 5.0, ""Denominator_ChangeSincePrevious"": 5.0, ""Value_ChangeSinceFirst"": 0.0, ""Numerator_ChangeSinceFirst"": 15.0, ""Denominator_ChangeSinceFirst"": 15.0, ""PercentChange_AimAdjusted_SincePrevious"": 0.0, ""PercentChange_AimAdjusted_SinceFirst"": 0.0}"
CORP 092023-24;Q1Real_Quarterly,CORP 092023-24;Q1Family Group 1Real_Quarterly,CORP 092023-24;Q1Orkney IslandsReal_Quarterly,CORP 09,Orkney Islands,2023-24;Q1,0.88,15.0,15.0,8.0,1.0,27.0,0.84375,Real_Quarterly,CORP 09Orkney IslandsReal_Quarterly,"{""Value"": 1.0, ""Numerator"": 35.0, ""Denominator"": 35.0, ""ScotRank"": 1.0, ""ScotPct"": 0.03225806451612903, ""FamilyRank"": 1.0, ""FamilyPct"": 0.125}","{""Value"": 1.0, ""Numerator"": 20.0, ""Denominator"": 20.0, ""ScotRank"": 1.0, ""ScotPct"": 0.03125, ""FamilyRank"": 1.0, ""FamilyPct"": 0.125}","{""ScotRank_ChangeSincePrevious"": -26.0, ""ScotPct_ChangeSincePrevious"": -0.811491935483871, ""FamilyRank_ChangeSincePrevious"": -7.0, ""FamilyPct_ChangeSincePrevious"": -0.875, ""ScotRank_ChangeSinceFirst"": -26.0, ""ScotPct_ChangeSinceFirst"": -0.8125, ""FamilyRank_ChangeSinceFirst"": -7.0, ""FamilyPct_ChangeSinceFirst"": -0.875, ""Value_ChangeSincePrevious"": -0.12, ""Numerator_ChangeSincePrevious"": -20.0, ""Denominator_ChangeSincePrevious"": -20.0, ""Value_ChangeSinceFirst"": -0.12, ""Numerator_ChangeSinceFirst"": -5.0, ""Denominator_ChangeSinceFirst"": -5.0, ""PercentChange_AimAdjusted_SincePrevious"": -0.12, ""PercentChange_AimAdjusted_SinceFirst"": -0.12}"
CORP 102018-19;Q1Real_Quarterly,CORP 102018-19;Q1Family Group 1Real_Quarterly,CORP 102018-19;Q1Orkney IslandsReal_Quarterly,CORP 10,Orkney Islands,2018-19;Q1,0.75,5.0,10.0,7.0,0.875,30.0,0.9375,Real_Quarterly,CORP 10Orkney IslandsReal_Quarterly,null,null,null
CORP 102018-19;Q2Real_Quarterly,CORP 102018-19;Q2Family Group 1Real_Quarterly,CORP 102018-19;Q2Orkney IslandsReal_Quarterly,CORP 10,Orkney Islands,2018-19;Q2,0.61,10.0,20.0,8.0,1.0,32.0,1.0,Real_Quarterly,CORP 10Orkney IslandsReal_Quarterly,"{""Value"": 0.75, ""Numerator"": 5.0, ""Denominator"": 10.0, ""ScotRank"": 30.0, ""ScotPct"": 0.9375, ""FamilyRank"": 7.0, ""FamilyPct"": 0.875}","{""Value"": 0.75, ""Numerator"": 5.0, ""Denominator"": 10.0, ""ScotRank"": 30.0, ""ScotPct"": 0.9375, ""FamilyRank"": 7.0, ""FamilyPct"": 0.875}","{""ScotRank_ChangeSincePrevious"": -2.0, ""ScotPct_ChangeSincePrevious"": -0.0625, ""FamilyRank_ChangeSincePrevious"": -1.0, ""FamilyPct_ChangeSincePrevious"": -0.125, ""ScotRank_ChangeSinceFirst"": -2.0, ""ScotPct_ChangeSinceFirst"": -0.0625, ""FamilyRank_ChangeSinceFirst"": -1.0, ""FamilyPct_ChangeSinceFirst"": -0.125, ""Value_ChangeSincePrevious"": -0.14, ""Numerator_ChangeSincePrevious"": 5.0, ""Denominator_ChangeSincePrevious"": 10.0, ""Value_ChangeSinceFirst"": -0.14, ""Numerator_ChangeSinceFirst"": 5.0, ""Denominator_ChangeSinceFirst"": 10.0, ""PercentChange_AimAdjusted_SincePrevious"": -0.14, ""PercentChange_AimAdjusted_SinceFirst"": -0.14}"
CORP 102018-19;Q3Real_Quarterly,CORP 102018-19;Q3Family Group 1Real_Quarterly,CORP 102018-19;Q3Orkney IslandsReal_Quarterly,CORP 10,Orkney Islands,2018-19;Q3,0.77,25.0,30.0,6.0,0.75,29.0,0.90625,Real_Quarterly,CORP 10Orkney IslandsReal_Quarterly,"{""Value"": 0.61, ""Numerator"": 10.0, ""Denominator"": 20.0, ""ScotRank"": 32.0, ""ScotPct"": 1.0, ""FamilyRank"": 8.0, ""FamilyPct"": 1.0}","{""Value"": 0.75, ""Numerator"": 5.0, ""Denominator"": 10.0, ""ScotRank"": 30.0, ""ScotPct"": 0.9375, ""FamilyRank"": 7.0, ""FamilyPct"": 0.875}","{""ScotRank_ChangeSincePrevious"": 3.0, ""ScotPct_ChangeSincePrevious"": 0.09375, ""FamilyRank_ChangeSincePrevious"": 2.0, ""FamilyPct_ChangeSincePrevious"": 0.25, ""ScotRank_ChangeSinceFirst"": 1.0, ""ScotPct_ChangeSinceFirst"": 0.03125, ""FamilyRank_ChangeSinceFirst"": 1.0, ""FamilyPct_ChangeSinceFirst"": 0.125, ""Value_ChangeSincePrevious"": 0.16000000000000003, ""Numerator_ChangeSincePrevious"": 15.0, ""Denominator_ChangeSincePrevious"": 10.0, ""Value_ChangeSinceFirst"": 0.020000000000000018, ""Numerator_ChangeSinceFirst"": 20.0, ""Denominator_ChangeSinceFirst"": 20.0, ""PercentChange_AimAdjusted_SincePrevious"": 0.16000000000000003, ""PercentChange_AimAdjusted_SinceFirst"": 0.020000000000000018}"
CORP 102018-19;Q4Real_Quarterly,CORP 102018-19;Q4Family Group 1Real_Quarterly,CORP 102018-19;Q4Orkney IslandsReal_Quarterly,CORP 10,Orkney Islands,2018-19;Q4,0.68,15.0,20.0,7.0,0.875,30.0,0.9375,Real_Quarterly,CORP 10Orkney IslandsReal_Quarterly,"{""Value"": 0.77, ""Numerator"": 25.0, ""Denominator"": 30.0, ""ScotRank"": 29.0, ""ScotPct"": 0.90625, ""FamilyRank"": 6.0, ""FamilyPct"": 0.75}","{""Value"": 0.75, ""Numerator"": 5.0, ""Denominator"": 10.0, ""ScotRank"": 30.0, ""ScotPct"": 0.9375, ""FamilyRank"": 7.0, ""FamilyPct"": 0.875}","{""ScotRank_ChangeSincePrevious"": -1.0, ""ScotPct_ChangeSincePrevious"": -0.03125, ""FamilyRank_ChangeSincePrevious"": -1.0, ""FamilyPct_ChangeSincePrevious"": -0.125, ""ScotRank_ChangeSinceFirst"": -0.0, ""ScotPct_ChangeSinceFirst"": -0.0, ""FamilyRank_ChangeSinceFirst"": -0.0, ""FamilyPct_ChangeSinceFirst"": -0.0, ""Value_ChangeSincePrevious"": -0.08999999999999997, ""Numerator_ChangeSincePrevious"": -10.0, ""Denominator_ChangeSincePrevious"": -10.0, ""Value_ChangeSinceFirst"": -0.06999999999999995, ""Numerator_ChangeSinceFirst"": 10.0, ""Denominator_ChangeSinceFirst"": 10.0, ""PercentChange_AimAdjusted_SincePrevious"": -0.08999999999999997, ""PercentChange_AimAdjusted_SinceFirst"": -0.06999999999999995}"
CORP 102019-20;Q1Real_Quarterly,CORP 102019-20;Q1Family Group 1Real_Quarterly,CORP 102019-20;Q1Orkney IslandsReal_Quarterly,CORP 10,Orkney Islands,2019-20;Q1,0.74,15.0,20.0,6.0,0.75,28.0,0.875,Real_Quarterly,CORP 10Orkney IslandsReal_Quarterly,"{""Value"": 0.68, ""Numerator"": 15.0, ""Denominator"": 20.0, ""ScotRank"": 30.0, ""ScotPct"": 0.9375, ""FamilyRank"": 7.0, ""FamilyPct"": 0.875}","{""Value"": 0.75, ""Numerator"": 5.0, ""Denominator"": 10.0, ""ScotRank"": 30.0, ""ScotPct"": 0.9375, ""FamilyRank"": 7.0, ""FamilyPct"": 0.875}","{""ScotRank_ChangeSincePrevious"": 2.0, ""ScotPct_ChangeSincePrevious"": 0.0625, ""FamilyRank_ChangeSincePrevious"": 1.0, ""FamilyPct_ChangeSincePrevious"": 0.125, ""ScotRank_ChangeSinceFirst"": 2.0, ""ScotPct_ChangeSinceFirst"": 0.0625, ""FamilyRank_ChangeSinceFirst"": 1.0, ""FamilyPct_ChangeSinceFirst"": 0.125, ""Value_ChangeSincePrevious"": 0.05999999999999994, ""Numerator_ChangeSincePrevious"": 0.0, ""Denominator_ChangeSincePrevious"": 0.0, ""Value_ChangeSinceFirst"": -0.010000000000000009, ""Numerator_ChangeSinceFirst"": 10.0, ""Denominator_ChangeSinceFirst"": 10.0, ""PercentChange_AimAdjusted_SincePrevious"": 0.05999999999999994, ""PercentChange_AimAdjusted_SinceFirst"": -0.010000000000000009}"
CORP 102019-20;Q2Real_Quarterly,CORP 102019-20;Q2Family Group 1Real_Quarterly,CORP 102019-20;Q2Orkney IslandsReal_Quarterly,CORP 10,Orkney Islands,2019-20;Q2,0.94,15.0,15.0,5.0,0.625,17.0,0.53125,Real_Quarterly,CORP 10Orkney IslandsReal_Quarterly,"{""Value"": 0.74, ""Numerator"": 15.0, ""Denominator"": 20.0, ""ScotRank"": 28.0, ""ScotPct"": 0.875, ""FamilyRank"": 6.0, ""FamilyPct"": 0.75}","{""Value"": 0.75, ""Numerator"": 5.0, ""Denominator"": 10.0, ""ScotRank"": 30.0, ""ScotPct"": 0.9375, ""FamilyRank"": 7.0, ""FamilyPct"": 0.875}","{""ScotRank_ChangeSincePrevious"": 11.0, ""ScotPct_ChangeSincePrevious"": 0.34375, ""FamilyRank_ChangeSincePrevious"": 1.0, ""FamilyPct_ChangeSincePrevious"": 0.125, ""ScotRank_ChangeSinceFirst"": 13.0, ""ScotPct_ChangeSinceFirst"": 0.40625, ""FamilyRank_ChangeSinceFirst"": 2.0, ""FamilyPct_ChangeSinceFirst"": 0.25, ""Value_ChangeSincePrevious"": 0.19999999999999996, ""Numerator_ChangeSincePrevious"": 0.0, ""Denominator_ChangeSincePrevious"": -5.0, ""Value_ChangeSinceFirst"": 0.18999999999999995, ""Numerator_ChangeSinceFirst"": 10.0, ""Denominator_ChangeSinceFirst"": 5.0, ""PercentChange_AimAdjusted_SincePrevious"": 0.19999999999999996, ""PercentChange_AimAdjusted_SinceFirst"": 0.18999999999999995}"
CORP 102019-20;Q3Real_Quarterly,CORP 102019-20;Q3Family Group 1Real_Quarterly,CORP 102019-20;Q3Orkney IslandsReal_Quarterly,CORP 10,Orkney Islands,2019-20;Q3,1.0,15.0,15.0,1.0,0.125,1.0,0.03125,Real_Quarterly,CORP 10Orkney IslandsReal_Quarterly,"{""Value"": 0.94, ""Numerator"": 15.0, ""Denominator"": 15.0, ""ScotRank"": 17.0, ""ScotPct"": 0.53125, ""FamilyRank"": 5.0, ""FamilyPct"": 0.625}","{""Value"": 0.75, ""Numerator"": 5.0, ""Denominator"": 10.0, ""ScotRank"": 30.0, ""ScotPct"": 0.9375, ""FamilyRank"": 7.0, ""FamilyPct"": 0.875}","{""ScotRank_ChangeSincePrevious"": 16.0, ""ScotPct_ChangeSincePrevious"": 0.5, ""FamilyRank_ChangeSincePrevious"": 4.0, ""FamilyPct_ChangeSincePrevious"": 0.5, ""ScotRank_ChangeSinceFirst"": 29.0, ""ScotPct_ChangeSinceFirst"": 0.90625, ""FamilyRank_ChangeSinceFirst"": 6.0, ""FamilyPct_ChangeSinceFirst"": 0.75, ""Value_ChangeSincePrevious"": 0.06000000000000005, ""Numerator_ChangeSincePrevious"": 0.0, ""Denominator_ChangeSincePrevious"": 0.0, ""Value_ChangeSinceFirst"": 0.25, ""Numerator_ChangeSinceFirst"": 10.0, ""Denominator_ChangeSinceFirst"": 5.0, ""PercentChange_AimAdjusted_SincePrevious"": 0.06000000000000005, ""PercentChange_AimAdjusted_SinceFirst"": 0.25}"
CORP 102019-20;Q4Real_Quarterly,CORP 102019-20;Q4Family Group 1Real_Quarterly,CORP 102019-20;Q4Orkney IslandsReal_Quarterly,CORP 10,Orkney Islands,2019-20;Q4,0.93,25.0,30.0,4.0,0.5,18.0,0.5625,Real_Quarterly,CORP 10Orkney IslandsReal_Quarterly,"{""Value"": 1.0, ""Numerator"": 15.0, ""Denominator"": 15.0, ""ScotRank"": 1.0, ""ScotPct"": 0.03125, ""FamilyRank"": 1.0, ""FamilyPct"": 0.125}","{""Value"": 0.75, ""Numerator"": 5.0, ""Denominator"": 10.0, ""ScotRank"": 30.0, ""ScotPct"": 0.9375, ""FamilyRank"": 7.0, ""FamilyPct"": 0.875}","{""ScotRank_ChangeSincePrevious"": -17.0, ""ScotPct_ChangeSincePrevious"": -0.53125, ""FamilyRank_ChangeSincePrevious"": -3.0, ""FamilyPct_ChangeSincePrevious"": -0.375, ""ScotRank_ChangeSinceFirst"": 12.0, ""ScotPct_ChangeSinceFirst"": 0.375, ""FamilyRank_ChangeSinceFirst"": 3.0, ""FamilyPct_ChangeSinceFirst"": 0.375, ""Value_ChangeSincePrevious"": -0.06999999999999995, ""Numerator_ChangeSincePrevious"": 10.0, ""Denominator_ChangeSincePrevious"": 15.0, ""Value_ChangeSinceFirst"": 0.18000000000000005, ""Numerator_ChangeSinceFirst"": 20.0, ""Denominator_ChangeSinceFirst"": 20.0, ""PercentChange_AimAdjusted_SincePrevious"": -0.06999999999999995, ""PercentChange_AimAdjusted_SinceFirst"": 0.18000000000000005}"
CORP 102020-21;Q1Real_Quarterly,CORP 102020-21;Q1Family Group 1Real_Quarterly,CORP 102020-21;Q1Orkney IslandsReal_Quarterly,CORP 10,Orkney Islands,2020-21;Q1,0.96,25.0,30.0,6.0,0.75,15.0,0.46875,Real_Quarterly,CORP 10Orkney IslandsReal_Quarterly,"{""Value"": 0.93, ""Numerator"": 25.0, ""Denominator"": 30.0, ""ScotRank"": 18.0, ""ScotPct"": 0.5625, ""FamilyRank"": 4.0, ""FamilyPct"": 0.5}","{""Value"": 0.75, ""Numerator"": 5.0, ""Denominator"": 10.0, ""ScotRank"": 30.0, ""ScotPct"": 0.9375, ""FamilyRank"": 7.0, ""FamilyPct"": 0.875}","{""ScotRank_ChangeSincePrevious"": 3.0, ""ScotPct_ChangeSincePrevious"": 0.09375, ""FamilyRank_ChangeSincePrevious"": -2.0, ""FamilyPct_ChangeSincePrevious"": -0.25, ""ScotRank_ChangeSinceFirst"": 15.0, ""ScotPct_ChangeSinceFirst"": 0.46875, ""FamilyRank_ChangeSinceFirst"": 1.0, ""FamilyPct_ChangeSinceFirst"": 0.125, ""Value_ChangeSincePrevious"": 0.029999999999999916, ""Numerator_ChangeSincePrevious"": 0.0, ""Denominator_ChangeSincePrevious"": 0.0, ""Value_ChangeSinceFirst"": 0.20999999999999996, ""Numerator_ChangeSinceFirst"": 20.0, ""Denominator_ChangeSinceFirst"": 20.0, ""PercentChange_AimAdjusted_SincePrevious"": 0.029999999999999916, ""PercentChange_AimAdjusted_SinceFirst"": 0.20999999999999996}"
CORP 102020-21;Q2Real_Quarterly,CORP 102020-21;Q2Family Group 1Real_Quarterly,CORP 102020-21;Q2Orkney IslandsReal_Quarterly,CORP 10,Orkney Islands,2020-21;Q2,0.96,25.0,25.0,5.0,0.625,19.0,0.59375,Real_Quarterly,CORP 10Orkney IslandsReal_Quarterly,"{""Value"": 0.96, ""Numerator"": 25.0, ""Denominator"": 30.0, ""ScotRank"": 15.0, ""ScotPct"": 0.46875, ""FamilyRank"": 6.0, ""FamilyPct"": 0.75}","{""Value"": 0.75, ""Numerator"": 5.0, ""Denominator"": 10.0, ""ScotRank"": 30.0, ""ScotPct"": 0.9375, ""FamilyRank"": 7.0, ""FamilyPct"": 0.875}","{""ScotRank_ChangeSincePrevious"": -4.0, ""ScotPct_ChangeSincePrevious"": -0.125, ""FamilyRank_ChangeSincePrevious"": 1.0, ""FamilyPct_ChangeSincePrevious"": 0.125, ""ScotRank_ChangeSinceFirst"": 11.0, ""ScotPct_ChangeSinceFirst"": 0.34375, ""FamilyRank_ChangeSinceFirst"": 2.0, ""FamilyPct_ChangeSinceFirst"": 0.25, ""Value_ChangeSincePrevious"": 0.0, ""Numerator_ChangeSincePrevious"": 0.0, ""Denominator_ChangeSincePrevious"": -5.0, ""Value_ChangeSinceFirst"": 0.20999999999999996, ""Numerator_ChangeSinceFirst"": 20.0, ""Denominator_ChangeSinceFirst"": 15.0, ""PercentChange_AimAdjusted_SincePrevious"": 0.0, ""PercentChange_AimAdjusted_SinceFirst"": 0.20999999999999996}"
CORP 102020-21;Q3Real_Quarterly,CORP 102020-21;Q3Family Group 1Real_Quarterly,CORP 102020-21;Q3Orkney IslandsReal_Quarterly,CORP 10,Orkney Islands,2020-21;Q3,0.98,40.0,45.0,3.0,0.375,12.0,0.375,Real_Quarterly,CORP 10Orkney IslandsReal_Quarterly,"{""Value"": 0.96, ""Numerator"": 25.0, ""Denominator"": 25.0, ""ScotRank"": 19.0, ""ScotPct"": 0.59375, ""FamilyRank"": 5.0, ""FamilyPct"": 0.625}","{""Value"": 0.75, ""Numerator"": 5.0, ""Denominator"": 10.0, ""ScotRank"": 30.0, ""ScotPct"": 0.9375, ""FamilyRank"": 7.0, ""FamilyPct"": 0.875}","{""ScotRank_ChangeSincePrevious"": 7.0, ""ScotPct_ChangeSincePrevious"": 0.21875, ""FamilyRank_ChangeSincePrevious"": 2.0, ""FamilyPct_ChangeSincePrevious"": 0.25, ""ScotRank_ChangeSinceFirst"": 18.0, ""ScotPct_ChangeSinceFirst"": 0.5625, ""FamilyRank_ChangeSinceFirst"": 4.0, ""FamilyPct_ChangeSinceFirst"": 0.5, ""Value_ChangeSincePrevious"": 0.020000000000000018, ""Numerator_ChangeSincePrevious"": 15.0, ""Denominator_ChangeSincePrevious"": 20.0, ""Value_ChangeSinceFirst"": 0.22999999999999998, ""Numerator_ChangeSinceFirst"": 35.0, ""Denominator_ChangeSinceFirst"": 35.0, ""PercentChange_AimAdjusted_SincePrevious"": 0.020000000000000018, ""PercentChange_AimAdjusted_SinceFirst"": 0.22999999999999998}"
CORP 102020-21;Q4Real_Quarterly,CORP 102020-21;Q4Family Group 1Real_Quarterly,CORP 102020-21;Q4Orkney IslandsReal_Quarterly,CORP 10,Orkney Islands,2020-21;Q4,1.0,30.0,30.0,1.0,0.125,1.0,0.03125,Real_Quarterly,CORP 10Orkney IslandsReal_Quarterly,"{""Value"": 0.98, ""Numerator"": 40.0, ""Denominator"": 45.0, ""ScotRank"": 12.0, ""ScotPct"": 0.375, ""FamilyRank"": 3.0, ""FamilyPct"": 0.375}","{""Value"": 0.75, ""Numerator"": 5.0, ""Denominator"": 10.0, ""ScotRank"": 30.0, ""ScotPct"": 0.9375, ""FamilyRank"": 7.0, ""FamilyPct"": 0.875}","{""ScotRank_ChangeSincePrevious"": 11.0, ""ScotPct_ChangeSincePrevious"": 0.34375, ""FamilyRank_ChangeSincePrevious"": 2.0, ""FamilyPct_ChangeSincePrevious"": 0.25, ""ScotRank_ChangeSinceFirst"": 29.0, ""ScotPct_ChangeSinceFirst"": 0.90625, ""FamilyRank_ChangeSinceFirst"": 6.0, ""FamilyPct_ChangeSinceFirst"": 0.75, ""Value_ChangeSincePrevious"": 0.020000000000000018, ""Numerator_ChangeSincePrevious"": -10.0, ""Denominator_ChangeSincePrevious"": -15.0, ""Value_ChangeSinceFirst"": 0.25, ""Numerator_ChangeSinceFirst"": 25.0, ""Denominator_ChangeSinceFirst"": 20.0, ""PercentChange_AimAdjusted_SincePrevious"": 0.020000000000000018, ""PercentChange_AimAdjusted_SinceFirst"": 0.25}"
CORP 102021-22;Q1Real_Quarterly,CORP 102021-22;Q1Family Group 1Real_Quarterly,CORP 102021-22;Q1Orkney IslandsReal_Quarterly,CORP 10,Orkney Islands,2021-22;Q1,0.97,30.0,30.0,4.0,0.5,14.0,0.4375,Real_Quarterly,CORP 10Orkney IslandsReal_Quarterly,"{""Value"": 1.0, ""Numerator"": 30.0, ""Denominator"": 30.0, ""ScotRank"": 1.0, ""ScotPct"": 0.03125, ""FamilyRank"": 1.0, ""FamilyPct"": 0.125}","{""Value"": 0.75, ""Numerator"": 5.0, ""Denominator"": 10.0, ""ScotRank"": 30.0, ""ScotPct"": 0.9375, ""FamilyRank"": 7.0, ""FamilyPct"": 0.875}","{""ScotRank_ChangeSincePrevious"": -13.0, ""ScotPct_ChangeSincePrevious"": -0.40625, ""FamilyRank_ChangeSincePrevious"": -3.0, ""FamilyPct_ChangeSincePrevious"": -0.375, ""ScotRank_ChangeSinceFirst"": 16.0, ""ScotPct_ChangeSinceFirst"": 0.5, ""FamilyRank_ChangeSinceFirst"": 3.0, ""FamilyPct_ChangeSinceFirst"": 0.375, ""Value_ChangeSincePrevious"": -0.030000000000000027, ""Numerator_ChangeSincePrevious"": 0.0, ""Denominator_ChangeSincePrevious"": 0.0, ""Value_ChangeSinceFirst"": 0.21999999999999997, ""Numerator_ChangeSinceFirst"": 25.0, ""Denominator_ChangeSinceFirst"": 20.0, ""PercentChange_AimAdjusted_SincePrevious"": -0.030000000000000027, ""PercentChange_AimAdjusted_SinceFirst"": 0.21999999999999997}"
CORP 102021-22;Q2Real_Quarterly,CORP 102021-22;Q2Family Group 1Real_Quarterly,CORP 102021-22;Q2Orkney IslandsReal_Quarterly,CORP 10,Orkney Islands,2021-22;Q2,1.0,25.0,25.0,1.0,0.125,1.0,0.03125,Real_Quarterly,CORP 10Orkney IslandsReal_Quarterly,"{""Value"": 0.97, ""Numerator"": 30.0, ""Denominator"": 30.0, ""ScotRank"": 14.0, ""ScotPct"": 0.4375, ""FamilyRank"": 4.0, ""FamilyPct"": 0.5}","{""Value"": 0.75, ""Numerator"": 5.0, ""Denominator"": 10.0, ""ScotRank"": 30.0, ""ScotPct"": 0.9375, ""FamilyRank"": 7.0, ""FamilyPct"": 0.875}","{""ScotRank_ChangeSincePrevious"": 13.0, ""ScotPct_ChangeSincePrevious"": 0.40625, ""FamilyRank_ChangeSincePrevious"": 3.0, ""FamilyPct_ChangeSincePrevious"": 0.375, ""ScotRank_ChangeSinceFirst"": 29.0, ""ScotPct_ChangeSinceFirst"": 0.90625, ""FamilyRank_ChangeSinceFirst"": 6.0, ""FamilyPct_ChangeSinceFirst"": 0.75, ""Value_ChangeSincePrevious"": 0.030000000000000027, ""Numerator_ChangeSincePrevious"": -5.0, ""Denominator_ChangeSincePrevious"": -5.0, ""Value_ChangeSinceFirst"": 0.25, ""Numerator_ChangeSinceFirst"": 20.0, ""Denominator_ChangeSinceFirst"": 15.0, ""PercentChange_AimAdjusted_SincePrevious"": 0.030000000000000027, ""PercentChange_AimAdjusted_SinceFirst"": 0.25}"
