DataType,Code,LocalAuthority,Period,Value,Numerator,Denominator
Real,CORP09,West Dunbartonshire,2019-20,0.9425,5405,5760
Real,CORP09,West Dunbartonshire,2020-21,0.94,8685,9245
Real,CORP09,West Dunbartonshire,2021-22,0.93,6515,6995
Real,CORP09,West Dunbartonshire,2022-23,0.945,5825,6175
Real,CORP09,West Dunbartonshire,2023-24,0.96,1175,1230
Real,CORP09,West Lothian,2018-19,0.955,7575,7935
Real,CORP09,West Lothian,2019-20,0.9525,8205,8615
Real,CORP09,West Lothian,2020-21,0.8975,10475,11760
Real,CORP09,West Lothian,2021-22,0.645,7990,12435
Real,CORP09,West Lothian,2022-23,0.7425,9915,13530
Real,CORP09,West Lothian,2023-24,0.91,2270,2480
Real,CORP10,Aberdeen City,2018-19,0.8275,2330,2845
Real,CORP10,Aberdeen City,2019-20,0.68,2010,2905
Real,CORP10,Aberdeen City,2020-21,0.6175,2175,3630
Real,CORP10,Aberdeen City,2021-22,0.56,1740,3135
Real,CORP10,Aberdeen City,2022-23,0.6975,2500,3570
Real,CORP10,Aberdeen City,2023-24,0.9,890,995
Real,CORP10,Aberdeenshire,2018-19,0.805,1260,1580
Real,CORP10,Aberdeenshire,2019-20,0.795,1590,1990
Real,CORP10,Aberdeenshire,2020-21,0.9325,1875,2015
Real,CORP10,Aberdeenshire,2021-22,0.92,1765,1925
Real,CORP10,Aberdeenshire,2022-23,0.89,1950,2190
Real,CORP10,Aberdeenshire,2023-24,0.98,510,515
Real,CORP10,Angus,2018-19,0.9,990,1110
Real,CORP10,Angus,2019-20,0.8625,1075,1240
Real,CORP10,Angus,2020-21,0.8775,1180,1360
Real,CORP10,Angus,2021-22,0.845,1005,1180
Real,CORP10,Angus,2022-23,0.8225,1335,1620
Real,CORP10,Angus,2023-24,0.83,325,390
Real,CORP10,Argyll & Bute,2018-19,1,750,750
Real,CORP10,Argyll & Bute,2019-20,0.995,745,745
Real,CORP10,Argyll & Bute,2020-21,1,960,965
Real,CORP10,Argyll & Bute,2021-22,1,860,860
Real,CORP10,Argyll & Bute,2022-23,0.9925,935,940
Real,CORP10,Argyll & Bute,2023-24,1,180,180
Real,CORP10,Clackmannanshire,2018-19,0.985,950,970
Real,CORP10,Clackmannanshire,2019-20,0.995,1180,1185
Real,CORP10,Clackmannanshire,2020-21,0.9975,1105,1110
Real,CORP10,Clackmannanshire,2021-22,0.965,905,945
Real,CORP10,Clackmannanshire,2022-23,0.99,1130,1145
Real,CORP10,Clackmannanshire,2023-24,0.99,270,275
Real,CORP10,Dumfries & Galloway,2018-19,0.78,1465,1915
Real,CORP10,Dumfries & Galloway,2019-20,0.835,2010,2430
Real,CORP10,Dumfries & Galloway,2020-21,0.8825,2330,2640
Real,CORP10,Dumfries & Galloway,2021-22,0.7075,1635,2335
Real,CORP10,Dumfries & Galloway,2022-23,0.5175,1350,2705
Real,CORP10,Dumfries & Galloway,2023-24,0.96,565,585
Real,CORP10,Dundee City,2018-19,0.88,2645,3015
Real,CORP10,Dundee City,2019-20,0.8225,2580,3130
Real,CORP10,Dundee City,2020-21,0.87,2790,3200
Real,CORP10,Dundee City,2021-22,0.8,2815,3495
Real,CORP10,Dundee City,2022-23,0.735,2700,3660
Real,CORP10,Dundee City,2023-24,0.83,910,1090
Real,CORP10,East Ayrshire,2018-19,0.9775,2080,2130
Real,CORP10,East Ayrshire,2019-20,0.97,2275,2345
Real,CORP10,East Ayrshire,2020-21,0.9975,2780,2785
Real,CORP10,East Ayrshire,2021-22,1,2720,2730
Real,CORP10,East Ayrshire,2022-23,1,2775,2785
Real,CORP10,East Ayrshire,2023-24,1,715,715
Real,CORP10,East Dunbartonshire,2018-19,0.995,590,590
Real,CORP10,East Dunbartonshire,2019-20,0.995,675,680
Real,CORP10,East Dunbartonshire,2020-21,0.9775,835,850
Real,CORP10,East Dunbartonshire,2021-22,0.9625,745,770
Real,CORP10,East Dunbartonshire,2022-23,0.9675,695,720
Real,CORP10,East Dunbartonshire,2023-24,0.97,210,215
Real,CORP10,East Lothian,2018-19,0.975,1150,1180
Real,CORP10,East Lothian,2019-20,0.975,1365,1405
Real,CORP10,East Lothian,2020-21,0.9925,1670,1685
Real,CORP10,East Lothian,2021-22,0.99,2140,2160
Real,CORP10,East Lothian,2022-23,0.99,2155,2180
Real,CORP10,East Lothian,2023-24,1,495,495
Real,CORP10,East Renfrewshire,2018-19,0.9075,395,435
Real,CORP10,East Renfrewshire,2019-20,0.995,440,440
Real,CORP10,East Renfrewshire,2020-21,0.985,510,515
Real,CORP10,East Renfrewshire,2021-22,0.995,600,605
Real,CORP10,East Renfrewshire,2022-23,0.99,595,595
Real,CORP10,East Renfrewshire,2023-24,1,145,145
Real,CORP10,Edinburgh City,2018-19,0.8775,3825,4355
Real,CORP10,Edinburgh City,2019-20,0.99,4665,4715
Real,CORP10,Edinburgh City,2020-21,0.975,7560,7745
Real,CORP10,Edinburgh City,2021-22,0.9325,6865,7280
Real,CORP10,Edinburgh City,2022-23,0.9775,9140,9445
Real,CORP10,Edinburgh City,2023-24,1,1945,1945
Real,CORP10,Eilean Siar,2018-19,0.99,90,95
Real,CORP10,Eilean Siar,2019-20,0.945,100,100
Real,CORP10,Eilean Siar,2020-21,0.97,105,110
Real,CORP10,Eilean Siar,2021-22,0.9875,145,150
Real,CORP10,Eilean Siar,2022-23,0.9775,150,150
Real,CORP10,Eilean Siar,2023-24,1,35,35
Real,CORP10,Falkirk,2018-19,0.9575,2030,2115
Real,CORP10,Falkirk,2019-20,0.9025,1770,1970
Real,CORP10,Falkirk,2020-21,0.965,1850,1925
Real,CORP10,Falkirk,2021-22,0.8775,1845,2130
Real,CORP10,Falkirk,2022-23,0.61,1205,1975
Real,CORP10,Falkirk,2023-24,0.39,180,460
Real,CORP10,Fife,2018-19,0.8325,3130,3760
Real,CORP10,Fife,2019-20,0.82,4350,5315
Real,CORP10,Fife,2020-21,0.815,5065,6230
Real,CORP10,Fife,2021-22,0.8,4105,5155
Real,CORP10,Fife,2022-23,0.82,5105,6205
Real,CORP10,Fife,2023-24,0.67,1030,1535
Real,CORP10,Glasgow City,2018-19,0.8675,11845,13650
Real,CORP10,Glasgow City,2019-20,0.55,9100,16875
Real,CORP10,Glasgow City,2020-21,0.5275,9225,17275
Real,CORP10,Glasgow City,2021-22,0.76,13465,17960
Real,CORP10,Glasgow City,2022-23,0.8975,17870,20020
Real,CORP10,Glasgow City,2023-24,0.98,4020,4090
Real,CORP10,Highland,2018-19,0.9925,1915,1935
Real,CORP10,Highland,2019-20,0.9925,2010,2030
Real,CORP10,Highland,2020-21,0.99,2060,2075
Real,CORP10,Highland,2021-22,0.9775,2515,2575
Real,CORP10,Highland,2022-23,0.9775,2390,2440
Real,CORP10,Highland,2023-24,0.98,550,560
Real,CORP10,Inverclyde,2018-19,0.9975,1535,1545
Real,CORP10,Inverclyde,2019-20,0.9975,1525,1530
Real,CORP10,Inverclyde,2020-21,1,1430,1430
Real,CORP10,Inverclyde,2021-22,0.995,1335,1340
Real,CORP10,Inverclyde,2022-23,0.995,1235,1240
Real,CORP10,Inverclyde,2023-24,1,325,325
Real,CORP10,Midlothian,2018-19,1,945,945
Real,CORP10,Midlothian,2019-20,1,920,920
Real,CORP10,Midlothian,2020-21,0.9975,1160,1160
Real,CORP10,Midlothian,2021-22,0.9975,1050,1060
Real,CORP10,Midlothian,2022-23,0.99,700,705
Real,CORP10,Midlothian,2023-24,0.99,280,285
Real,CORP10,Moray,2018-19,0.9225,605,660
Real,CORP10,Moray,2019-20,0.8525,560,660
Real,CORP10,Moray,2020-21,0.91,695,765
Real,CORP10,Moray,2021-22,0.95,750,785
Real,CORP10,Moray,2022-23,0.8925,835,935
Real,CORP10,Moray,2023-24,0.99,225,225
Real,CORP10,North Ayrshire,2018-19,0.9925,2755,2785
Real,CORP10,North Ayrshire,2019-20,0.995,2790,2805
Real,CORP10,North Ayrshire,2020-21,0.9925,2435,2455
Real,CORP10,North Ayrshire,2021-22,0.995,2600,2610
Real,CORP10,North Ayrshire,2022-23,0.995,3155,3180
Real,CORP10,North Ayrshire,2023-24,0.99,910,915
Real,CORP10,North Lanarkshire,2018-19,0.9475,3890,4090
Real,CORP10,North Lanarkshire,2019-20,0.99,3545,3585
Real,CORP10,North Lanarkshire,2020-21,0.885,3860,4380
Real,CORP10,North Lanarkshire,2021-22,0.8975,4560,5050
Real,CORP10,North Lanarkshire,2022-23,0.665,3805,4300
Real,CORP10,North Lanarkshire,2023-24,0.91,1340,1475
Real,CORP10,Orkney Islands,2018-19,0.7025,55,80
Real,CORP10,Orkney Islands,2019-20,0.9025,70,80
Real,CORP10,Orkney Islands,2020-21,0.975,120,130
Real,CORP10,Orkney Islands,2021-22,0.9925,115,115
Real,CORP10,Orkney Islands,2022-23,0.9875,140,140
Real,CORP10,Orkney Islands,2023-24,1,25,25
Real,CORP10,Perth & Kinross,2018-19,0.9375,1280,1365
Real,CORP10,Perth & Kinross,2019-20,0.945,1305,1380
Real,CORP10,Perth & Kinross,2020-21,0.9575,1390,1460
Real,CORP10,Perth & Kinross,2021-22,0.925,1340,1445
Real,CORP10,Perth & Kinross,2022-23,0.955,1335,1395
Real,CORP10,Perth & Kinross,2023-24,0.87,265,305
Real,CORP10,Renfrewshire,2018-19,0.8475,1725,2040
Real,CORP10,Renfrewshire,2019-20,0.91,2035,2235
Real,CORP10,Renfrewshire,2020-21,0.9375,2770,2970
Real,CORP10,Renfrewshire,2021-22,0.9175,2975,3225
Real,CORP10,Renfrewshire,2022-23,0.9075,2890,3190
Real,CORP10,Renfrewshire,2023-24,0.9,740,820
Real,CORP10,Scottish Borders,2018-19,0.96,770,805
Real,CORP10,Scottish Borders,2019-20,0.96,875,915
Real,CORP10,Scottish Borders,2020-21,0.9375,820,880
Real,CORP10,Scottish Borders,2021-22,0.8875,685,770
Real,CORP10,Scottish Borders,2022-23,0.905,900,985
Real,CORP10,Scottish Borders,2023-24,0.93,160,170
Real,CORP10,Shetland Islands,2018-19,0.7575,85,120
Real,CORP10,Shetland Islands,2019-20,0.8175,90,115
Real,CORP10,Shetland Islands,2020-21,0.7775,65,95
Real,CORP10,Shetland Islands,2021-22,0.7375,85,120
Real,CORP10,Shetland Islands,2022-23,0.67,75,115
Real,CORP10,Shetland Islands,2023-24,1,10,10
Real,CORP10,South Ayrshire,2018-19,0.885,1050,1185
Real,CORP10,South Ayrshire,2019-20,0.925,1145,1240
Real,CORP10,South Ayrshire,2020-21,0.9525,1100,1150
Real,CORP10,South Ayrshire,2021-22,0.8925,950,1080
Real,CORP10,South Ayrshire,2022-23,0.87,1240,1415
Real,CORP10,South Ayrshire,2023-24,0.96,320,335
Real,CORP10,South Lanarkshire,2018-19,0.9625,4780,4970
Real,CORP10,South Lanarkshire,2019-20,0.9625,5235,5435
Real,CORP10,South Lanarkshire,2020-21,0.9825,6115,6215
Real,CORP10,South Lanarkshire,2021-22,0.975,6070,6230
Real,CORP10,South Lanarkshire,2022-23,0.9775,5945,6095
Real,CORP10,South Lanarkshire,2023-24,0.94,950,1015
Real,CORP10,Stirling,2018-19,0.8075,900,1125
Real,CORP10,Stirling,2019-20,0.9,1015,1125
Real,CORP10,Stirling,2020-21,0.8925,1215,1360
Real,CORP10,Stirling,2021-22,0.7775,1110,1440
Real,CORP10,Stirling,2022-23,0.465,685,1495
Real,CORP10,Stirling,2023-24,0.68,260,385
Real,CORP10,West Dunbartonshire,2018-19,0.8425,1915,2260
Real,CORP10,West Dunbartonshire,2019-20,0.88,2050,2340
Real,CORP10,West Dunbartonshire,2020-21,0.9175,2985,3260
Real,CORP10,West Dunbartonshire,2021-22,0.7575,1840,2435
Real,CORP10,West Dunbartonshire,2022-23,0.7775,1980,2540
Real,CORP10,West Dunbartonshire,2023-24,0.77,320,410
Real,CORP10,West Lothian,2018-19,0.76,1880,2515
Real,CORP10,West Lothian,2019-20,0.7025,2020,2875
Real,CORP10,West Lothian,2020-21,0.9275,2550,2750
Real,CORP10,West Lothian,2021-22,0.775,2125,2750
Real,CORP10,West Lothian,2022-23,0.715,2400,3355
Real,CORP10,West Lothian,2023-24,0.9,610,680
